Designator,Mid X,Mid Y,Rotation,Layer
J1,142.25,-120.5,90.0,top
J2,142.25,-93.84092,270.0,top
J5,154.85,-133.0,90.0,top
J6,115.5,-132.0,90.0,top
J7,129.96,-132.0,90.0,top
J8,149.81,-85.5,90.0,top
J9,105.075,-107.93246,270.0,top
R1,128.0,-87.5,0.0,top
R2,128.0,-84.05,0.0,top
SW1,194.0,-93.25,0.0,bottom
SW2,194.0,-121.75,0.0,bottom
SW3,194.0,-107.5,0.0,bottom
